,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
11,5135864549612016,1371163915,2025-02-19 21:47:10,"哈哈哈理想太多了不好<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自山东,5135880651802251,0,0,哈哈哈理想太多了不好[允悲],1655724581,望月开心,https://weibo.com/u/1655724581,科技博主 超话主持人（望月体育超话） 微博原创视频博主 微博VLOG博主,,山东 济南,m,291448,1018,66857,"169,177","66,847","715,527","951,551"
12,5135864549612016,1371163915,2025-02-19 21:42:24,过来看看,来自广西,5135879452755464,0,0,过来看看,7800073035,史蒂芬拉稀,https://weibo.com/u/7800073035,娱乐博主 微博原创视频博主,每天更新帅哥美女，有喜欢帅哥美女的欢迎一起来探讨吧。有侵权的私信删。,广西,m,98658,509,18591,"381,287","27,324","1,561,882","1,970,493"
13,5135864549612016,1371163915,2025-02-19 21:40:28,太发达了,来自广西,5135878964118652,0,0,太发达了,7733767807,猴子瘦身记,https://weibo.com/u/7733767807,科学科普博主,关注我，带你去了解减肥与瘦身！,其他,m,137947,1528,8993,"83,002","4,303","132,276","219,581"
14,5135864549612016,1371163915,2025-02-19 21:33:07,晚安💤,来自山东,5135877121245605,0,0,晚安💤,1231253604,法者青锋,https://weibo.com/u/1231253604,法律人 超话粉丝大咖（人民军队超话） 头条文章作者,释法书道义，秉笔写春秋。,山东,m,525930,9536,12121,"126,548","42,205","755,449","924,202"
15,5135864549612016,1371163915,2025-02-19 21:28:14,晚安,来自浙江,5135875886813908,0,0,晚安,5067332581,c气球飞,https://weibo.com/u/5067332581,美食博主 微博剪辑视频博主,爱发微博，爱互动,浙江 嘉兴,f,31263,7632,3001,"65,248",372,"51,138","116,758"
16,5135864549612016,1371163915,2025-02-19 21:22:49,总有一些旁人所不理解的孤独，只能陌生人才能缓解。,来自江苏,5135874528379215,0,0,总有一些旁人所不理解的孤独，只能陌生人才能缓解。,3219534130,职场长鸣,https://weibo.com/u/3219534130,职场博主 超话主持人（南京求职招聘超话） 微博剪辑视频博主,不知名博主一名，每日分享职场正能量、职场干货！商务合作QQ： 346013295（VX：haibianmatou）欢迎投稿、可私信我！,江苏,m,198098,768,22513,"116,080","281,569","575,869","973,518"
17,5135864549612016,1371163915,2025-02-19 21:20:04,关注,来自山东,5135873832917944,0,0,关注,2675430113,尖峰聚焦,https://weibo.com/u/2675430113,尖峰聚焦官方微博,聚焦正能量，尖峰在行动，让世界更温暖！,山东,m,209111,661,3989,"157,948","16,396","134,262","308,606"
18,5135864549612016,1371163915,2025-02-19 21:16:42,哈哈哈正解,来自北京,5135872983042441,0,0,哈哈哈正解,7722318252,蔚色山茶_Camellia,https://weibo.com/u/7722318252,超话粉丝钻咖（博君一肖超话）,为美好而在，peace & love,北京,f,2854,681,3879,"228,192","12,231","285,272","525,695"
19,5135864549612016,1371163915,2025-02-19 21:13:58,哈哈哈哈哈,来自北京,5135872299369113,0,0,哈哈哈哈哈,1235564262,此间的山羊,https://weibo.com/u/1235564262,美食博主 搞笑视频自媒体 微博原创视频博主,一只老山羊,北京,m,740489,1791,23535,"434,276","78,743","1,053,147","1,566,166"
20,5135864549612016,1371163915,2025-02-19 21:08:24,厉害了,来自中国台湾,5135870895588600,0,0,厉害了,6140609837,眼睛有星星0909,https://weibo.com/u/6140609837,游戏博主 微博剪辑视频博主,这里是星星 只爱杨洋先生 不与任何人交恶 没有关系就是最好的关系,台湾,f,464782,981,100882,"709,785","1,422,653","1,697,583","3,830,021"
21,5135864549612016,1371163915,2025-02-19 21:03:19,晚上好,来自上海,5135869616325332,0,0,晚上好,2334728517,萌菓君,https://weibo.com/u/2334728517,娱乐博主 超话粉丝大咖（博君一肖超话） 微博原创视频博主,💚❤️为爱发电（博肖wybxz唯），蹭热无粉籍，☀️极好，谨慎关注耗脆，🚫不要直关，关注后就取的直接lh,上海,f,31075,1437,4959,"280,411","82,954","1,141,924","1,505,289"
22,5135864549612016,1371163915,2025-02-19 20:44:08,DeepSeek择偶标准严苛，理想伴侣稀缺，反映现实婚恋市场挑战。,来自广东,5135864789208668,0,0,DeepSeek择偶标准严苛，理想伴侣稀缺，反映现实婚恋市场挑战。,5649170494,兰州微播,https://weibo.com/u/5649170494,本地资讯博主（兰州） 微博公益合伙人 超话主持人（兰州超话）,兰州微播，微博区域MCN机构，本地新闻、吃喝玩乐、旅游等资讯。投稿、爆料请私信小编。微博合作、本地商业合作私信留下联系方式！,甘肃 兰州,m,601667,1593,146710,"864,747","150,942","634,250","1,649,939"
23,5135864549612016,1371163915,2025-02-19 21:45:47,"晚安好梦<img alt=""[老师爱你]"" title=""[老师爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/82/2023_Teacherlovesyou_org.png"" /><img alt=""[老师爱你]"" title=""[老师爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/82/2023_Teacherlovesyou_org.png"" /><img alt=""[老师爱你]"" title=""[老师爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/82/2023_Teacherlovesyou_org.png"" />",来自陕西,5135880304465046,0,0,晚安好梦[老师爱你][老师爱你][老师爱你],5834427740,记忆三秦,https://weibo.com/u/5834427740,本地资讯博主（渭南） 超话主持人（大秦渭南超话）,记录美好,陕西,m,144436,3484,55343,"154,808","4,999","126,257","286,064"
