,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
10,5133433245794628,5602942532,2025-02-13 07:02:55,"很深刻的思考<img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" /><img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" />",来自陕西,5133483793973894,0,2,很深刻的思考[作揖][作揖],7976133669,激昂龙眼在写作,https://weibo.com/u/7976133669,,,其他,m,22,40,5,1,0,12,13
11,5133433245794628,5602942532,2025-02-13 16:54:00,在这个浪漫的世界里，我们总是希望能找到那个完美的人,来自山东,5133632547850032,0,1,在这个浪漫的世界里，我们总是希望能找到那个完美的人,1791101941,玟玟佳,https://weibo.com/u/1791101941,微博原创视频博主,会有痛苦的事 但开心和喜悦的事也会像山一样多 这就是人生 请自由地 豁达地 尽情地活下去,山东 烟台,f,28370,4469,4610,,,,
12,5133433245794628,5602942532,2025-02-13 21:52:46,"谢谢分享<img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" />",来自浙江,5133707734424011,0,0,谢谢分享[鲜花],5122104959,安安的心灵小屋,https://weibo.com/u/5122104959,情感博主 超话创作官（情感超话）,要永远年轻，永远热情，要大笑，要做梦，要优雅而美丽！,其他,f,44331,3850,2438,"143,265",717,"298,696","442,678"
13,5133433245794628,5602942532,2025-02-13 21:23:08,"好棒呀，晚上好呀<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" /><img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自江苏,5133700277471628,0,0,好棒呀，晚上好呀[good][good],1359507374,燕归来zsh,https://weibo.com/u/1359507374,摄影博主,热爱生活，发现生活之美,江苏,f,46063,5950,5124,"173,268","4,166","212,418","389,852"
14,5133433245794628,5602942532,2025-02-13 20:54:19,要找到那个最合适你的“宝藏”。,来自江苏,5133693025260569,1,0,要找到那个最合适你的“宝藏”。,1228479347,维扬卧龙,https://weibo.com/u/1228479347,读物博主 超话主持人（最美古风古诗词超话） 头条文章作者,月下观世事，谁堪共酒杯,其他,m,47817,618,6074,"69,261","1,834","85,782","156,877"
15,5133433245794628,5602942532,2025-02-13 20:28:07,找到了那个让你动心的人，就勇敢走下去，不要管这段路走多长，总要启程才能知道能否走一生,来自广东,5133686431555709,1,0,找到了那个让你动心的人，就勇敢走下去，不要管这段路走多长，总要启程才能知道能否走一生,5470106318,美味多鸭,https://weibo.com/u/5470106318,美食博主,自由自在做自己，部分视频来自网络，侵删,其他,f,23404,3610,2532,,,,
16,5133433245794628,5602942532,2025-02-13 20:17:23,每个人的心中都有一个属于自己的爱情图鉴,来自江苏,5133683730944857,0,0,每个人的心中都有一个属于自己的爱情图鉴,7937920984,胡同书摘,https://weibo.com/u/7937920984,读物博主 超话小主持人（环球读书超话）,让阅读成为一种习惯,其他,f,62097,1023,10106,"51,572","7,597","90,910","150,079"
17,5133433245794628,5602942532,2025-02-13 19:57:40,适合才是最好的,来自江苏,5133678767772288,0,0,适合才是最好的,5462441666,笑烑园,https://weibo.com/u/5462441666,摄影博主 超话粉丝钻咖（摄影超话）,喜欢摄影和记录生活,其他,f,15954,1497,1209,,,,
18,5133433245794628,5602942532,2025-02-13 19:27:12,"真正重要的是找到那个能让你心动、能和你共度一生的人<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",来自河南,5133671100849337,0,0,真正重要的是找到那个能让你心动、能和你共度一生的人[赞][赞][赞],1003072032,晨柳1207,https://weibo.com/u/1003072032,摄影博主,我频繁记录着，只因为生活值得,其他,f,23113,4257,2430,"75,431","1,077","149,129","225,637"
19,5133433245794628,5602942532,2025-02-13 19:09:30,每个人的心中都有一个属于自己的爱情图鉴，或许是稳重成熟，或许是阳光幽默，亦或是有着一份让人心动的才情。,来自浙江,5133666649113231,1,0,每个人的心中都有一个属于自己的爱情图鉴，或许是稳重成熟，或许是阳光幽默，亦或是有着一份让人心动的才情。,3168311892,赏话,https://weibo.com/u/3168311892,情感博主 超话主持人（人生超话） 微博原创视频博主,看留驻心底的影像，听触动心灵的声音。,浙江,m,512588,194,4937,"25,460","27,621","112,491","165,572"
20,5133433245794628,5602942532,2025-02-13 18:29:25,适合自己的就好,来自湖南,5133656557620707,1,0,适合自己的就好,5259705394,小合De-Ni,https://weibo.com/u/5259705394,微博剪辑视频博主,微博只为你专属,湖南,f,11561,2300,1327,"43,620","1,772","137,176","182,568"
21,5133433245794628,5602942532,2025-02-13 17:14:22,没有固定的答案,来自海南,5133637672503990,1,0,没有固定的答案,1257501581,闭目养神wo,https://weibo.com/u/1257501581,搞笑幽默博主 超话主持人（自卑的木头人超话）,心平何劳持戒行直何须参禅,重庆,f,28846,1895,4972,"67,472",795,"142,962","211,229"
22,5133433245794628,5602942532,2025-02-13 17:03:55,"<img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" />揣着一口袋的开心💖，满载而归",来自浙江,5133635046869080,0,0,[鲜花]揣着一口袋的开心💖，满载而归,1772822961,扇子上有青鸟飞鱼,https://weibo.com/u/1772822961,初级会计师 娱乐博主 超话粉丝大咖（陈牧驰超话） 微博剪辑视频博主,够姜,浙江,f,2884,1799,3297,"186,936",862,"320,191","507,989"
23,5133433245794628,5602942532,2025-02-13 16:43:37,来看看啥情况,来自辽宁,5133629932178588,0,0,来看看啥情况,2989040942,行影135,https://weibo.com/u/2989040942,旅游博主 微博原创视频博主 马蜂窝攻略作者 头条文章作者,行影135💫,辽宁 丹东,m,150532,3499,3796,"351,873","36,251","669,818","1,057,942"
24,5133433245794628,5602942532,2025-02-13 16:17:14,无论男性数量多么庞大，总会有一些女性找不到那个“完美”的他。,来自辽宁,5133623299147057,0,0,无论男性数量多么庞大，总会有一些女性找不到那个“完美”的他。,2989040942,行影135,https://weibo.com/u/2989040942,旅游博主 微博原创视频博主 马蜂窝攻略作者 头条文章作者,行影135💫,辽宁 丹东,m,150532,3499,3796,"351,873","36,251","669,818","1,057,942"
25,5133433245794628,5602942532,2025-02-13 16:12:34,找到那个最合适你的“宝藏”。祝如愿！,来自广东,5133622118189086,1,0,找到那个最合适你的“宝藏”。祝如愿！,7852805086,三姐的退休生活,https://weibo.com/u/7852805086,摄影博主 超话创作官（摄影超话）,70后，从豫南，到深圳。 退休的三姐，在此记录这一路的风景与人情，希望你也喜欢。,其他,f,19397,1960,940,"23,137",642,"68,232","92,011"
26,5133433245794628,5602942532,2025-02-13 15:10:45,找到合适的自己的就好,来自湖南,5133606562828171,0,0,找到合适的自己的就好,2794524540,刘小辫辫子短,https://weibo.com/u/2794524540,母婴育儿博主,分享娃的成长 | 小学语文学习心得 |,辽宁,f,6735,1684,1710,,,,
27,5133433245794628,5602942532,2025-02-13 22:09:31,择偶就是找到最适合你的那个宝藏,来自江苏,5133711951791218,1,0,择偶就是找到最适合你的那个宝藏,6269071138,喵里喵Original,https://weibo.com/u/6269071138,情感博主,有温度地活在每一个当下,其他,f,2092,1994,678,,,,
28,5133433245794628,5602942532,2025-02-13 20:51:09,"哈哈，没有完美的人<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" /><img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自江苏,5133692232794594,0,0,哈哈，没有完美的人[哈哈][哈哈],7934561390,欣然拾光,https://weibo.com/u/7934561390,人文艺术博主,心灵漫步，诗意芳菲！,其他,f,3891,2283,944,,,,
29,5133433245794628,5602942532,2025-02-13 19:34:14,合适就好,来自北京,5133672869269210,0,0,合适就好,5264021834,加嘉_呀,https://weibo.com/u/5264021834,美食博主,收纳整理师，分享美食，记录生活,北京,f,12105,977,2638,"53,782",498,"88,091","142,371"
30,5133433245794628,5602942532,2025-02-13 19:22:01,最重要是合适。,来自新疆,5133669797462882,1,0,最重要是合适。,2440617585,Y-T是我,https://weibo.com/u/2440617585,超话创作官（绘画超话） 微博原创视频博主,暖阳悠悠，自在如风。 喜欢画小小的画，想去看看大大的世界,新疆 乌鲁木齐,f,19341,1444,3616,"38,861","1,035","66,430","106,326"
31,5133433245794628,5602942532,2025-02-13 18:31:34,遇到同频共振的人太难了,来自上海,5133657100258114,0,0,遇到同频共振的人太难了,7685097452,眉黛如烟雨,https://weibo.com/u/7685097452,情感博主,原创摄影发布,安徽,f,11064,1465,631,"5,666",44,"2,886","8,596"
32,5133433245794628,5602942532,2025-02-13 16:47:19,找到最适合的他，需要运气和缘分,来自广东,5133630867245394,1,1,找到最适合的他，需要运气和缘分,6988360248,风之蕊WindDance,https://weibo.com/u/6988360248,摄影博主 超话创作官（vivo超话）,城市风情记录者,其他,f,23290,1691,1127,"52,581",607,"109,366","162,554"
33,5133433245794628,5602942532,2025-02-13 21:23:56,"这是个问题<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自山东,5133700478014963,0,0,这是个问题[嘻嘻],5174685296,帮主郑重,https://weibo.com/u/5174685296,,一个忍不住就想吐槽的投资者。,北京,m,5909,1390,35348,,,,
34,5133433245794628,5602942532,2025-02-13 19:54:53,"人无完人<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" /><img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自广东,5133678067847401,0,0,人无完人[哈哈][哈哈],7959796782,沧海一虫虫,https://weibo.com/u/7959796782,科技博主 超话小主持人（人工智能超话）,,其他,f,2456,1845,508,"4,178",33,"12,294","16,505"
35,5133433245794628,5602942532,2025-02-13 22:10:44,要找到那个最合适你的“宝藏”。,来自福建,5133712259285495,0,0,要找到那个最合适你的“宝藏”。,5657988489,只加盐,https://weibo.com/u/5657988489,微博剪辑视频博主,分享有用的干货，如有侵权，请私信联系删除！,福建 厦门,f,121951,1049,5268,"87,199","340,614","709,536","1,137,349"
36,5133433245794628,5602942532,2025-02-13 18:39:27,靠谱的已经不多了,来自天津,5133659083900611,0,0,靠谱的已经不多了,5453982040,卡皮巴拉lxt,https://weibo.com/u/5453982040,娱乐博主 超话主持人（瓜姐超好看超话）,别人拉你的机会很少，这种时候能救你的只有你自己~~,天津,f,11213,1201,4608,"109,681",861,"56,649","167,191"
37,5133433245794628,5602942532,2025-02-13 17:53:36,择偶标准因人而异，随心而动就好,来自湖北,5133647546682687,0,0,择偶标准因人而异，随心而动就好,3438535304,佳人姐姐,https://weibo.com/u/3438535304,读物博主 母婴育儿答主,(づ｡◕‿‿◕｡)づ📚 🎬书影人生，静享生活。和光同尘，活力搬运，反馈和投稿请私信。,湖北,f,155155,2151,11064,"46,191","10,357","87,481","144,029"
