,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
10,5143770559938825,2054300185,2025-03-13 16:25:33,"我想问一下，你会给一个人素不相识的人买东西不？不会吧？出来相个亲，估计连人家名字都不知道吧？<img alt=""[偷笑]"" title=""[偷笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/2018new_touxiao_org.png"" />",来自福建,5143772250243238,0,3,我想问一下，你会给一个人素不相识的人买东西不？不会吧？出来相个亲，估计连人家名字都不知道吧？[偷笑],2640569653,逃跑大师丶,https://weibo.com/u/2640569653,free to play,福建 泉州,m,3184,453,483,231,12,217,460
11,5143770559938825,2054300185,2025-03-13 18:46:31,"她也知道没关系啊，我连路边的野狗都不喂，更何况没关系的<img alt=""[汗]"" title=""[汗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/28/2018new_han_org.png"" />东莞扫黄的恶果出来了，她们没了就业岗位就只能这样了",来自海南,5143807721473220,0,2,她也知道没关系啊，我连路边的野狗都不喂，更何况没关系的[汗]东莞扫黄的恶果出来了，她们没了就业岗位就只能这样了,2942416095,地球没我它不转-,https://weibo.com/u/2942416095,我已破防，而且破很大。,海南 三亚,m,71,283,406,627,15,272,914
12,5143770559938825,2054300185,2025-03-13 17:13:48,男的逻辑：确定关系才有花花。女的逻辑：先有花花才有可能有关系,来自北京,5143784392229952,1,1,男的逻辑：确定关系才有花花。女的逻辑：先有花花才有可能有关系,7978054429,真的真的是最后亿个号了,https://weibo.com/u/7978054429,,天津,f,0,35,16,0,0,0,0
13,5143770559938825,2054300185,2025-03-14 03:07:59,太下头了，lowb 3D女,来自广西,5143933919691164,0,2,太下头了，lowb 3D女,7487229431,性别男爱好火锅,https://weibo.com/u/7487229431,闲人一枚,广东 深圳,m,5146,301,71,92,5,134,231
14,5143770559938825,2054300185,2025-03-13 16:44:58,跟你没关系 凭什么送你东西 有病 以为自己是朵花,来自北京,5143777132155288,0,1,跟你没关系 凭什么送你东西 有病 以为自己是朵花,1446852725,华盛顿全国总电线,https://weibo.com/u/1446852725,我觉得我自己很火辣,其他,f,26,483,2503,918,123,"4,477","5,518"
15,5143770559938825,2054300185,2025-03-14 09:51:08,为啥我遇到的都很正常啊…就是不想搞对象我…,来自江苏,5144035375973270,0,0,为啥我遇到的都很正常啊…就是不想搞对象我…,2272014657,比目鱼冬瓜炖排骨,https://weibo.com/u/2272014657,往者不可谏,江苏,m,21,69,775,921,23,539,"1,483"
16,5143770559938825,2054300185,2025-03-13 16:23:48,赛博要饭,来自广东,5143771806174068,0,0,赛博要饭,2678317527,IronMcgrady,https://weibo.com/u/2678317527,,广东 深圳,m,77,120,81,42,0,54,96
17,5143770559938825,2054300185,2025-03-13 16:23:21,？要饭线上可视化,来自浙江,5143771693452052,0,1,？要饭线上可视化,3840997563,StumbleOnu,https://weibo.com/u/3840997563,宇宙在熵增，热寂在充能。,陕西 西安,m,438,261,267,"1,233",0,"1,467","2,700"
18,5143770559938825,2054300185,2025-03-13 16:22:04,"<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自广东,5143771373109845,0,0,[笑cry][笑cry],7836551847,TerrorisTs_s,https://weibo.com/u/7836551847,Happy ending is mine！,其他,f,20,139,3,3,1,2,6
19,5143770559938825,2054300185,2025-03-16 23:10:41,一开口就是老丐帮主了,来自陕西,5144961366103397,0,0,一开口就是老丐帮主了,2043579523,泪奔的白熊,https://weibo.com/u/2043579523,胸中有丘壑，眼里存山河。所求皆如愿，所行化坦途。,广东 深圳,m,487,386,4799,"4,778","2,934","1,211","8,923"
20,5143770559938825,2054300185,2025-03-16 10:14:30,人家又没说要追你，给你脸了，臭乞丐,来自安徽,5144766037099957,0,0,人家又没说要追你，给你脸了，臭乞丐,1921610610,Rocky今年发大财,https://weibo.com/u/1921610610,如果不够悲伤就无法飞翔,上海 普陀区,m,263,467,1784,"1,042",56,"1,455","2,553"
21,5143770559938825,2054300185,2025-03-14 11:52:36,虽然我现在跟你没啥关系，但是你要以女朋友的待遇来对待我是吧,来自湖北,5144065943539750,0,0,虽然我现在跟你没啥关系，但是你要以女朋友的待遇来对待我是吧,5178618224,江上有人家,https://weibo.com/u/5178618224,我的梦想其实是做一个厨子,湖北 武汉,m,96,152,35,1,0,12,13
22,5143770559938825,2054300185,2025-03-14 11:40:13,我相亲那么多次，多少没有女生主动要饭的。都是我想送她们才有收到的。,来自广东,5144062827169977,0,0,我相亲那么多次，多少没有女生主动要饭的。都是我想送她们才有收到的。,6792209180,guanjiong,https://weibo.com/u/6792209180,,广东 广州,m,19,76,5,0,0,0,0
23,5143770559938825,2054300185,2025-03-14 09:42:11,好一个PUA式要饭,来自上海,5144033127825433,0,1,好一个PUA式要饭,1095123725,Grady0991,https://weibo.com/u/1095123725,欲望太多，就会烦恼。,上海 闵行区,m,196,872,561,29,6,195,230
24,5143770559938825,2054300185,2025-03-14 09:31:07,"一看就是创业女<img alt=""[笑哈哈]"" title=""[笑哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/32/lxhwahaha_org.gif"" />",来自安徽,5144030337829853,0,1,一看就是创业女[笑哈哈],2870945290,咸鱼湾的咸鱼仔,https://weibo.com/u/2870945290,希望自己顶呱呱,安徽 合肥,m,129,708,127,13,3,28,44
25,5143770559938825,2054300185,2025-03-14 01:02:34,谨防女乞丐,来自广东,5143902358080271,0,1,谨防女乞丐,5505790164,梦屿_千寻c,https://weibo.com/u/5505790164,,广东 广州,m,217,466,235,22,5,103,130
26,5143770559938825,2054300185,2025-03-13 22:08:36,纯纯讨口子,来自湖北,5143858577671842,0,0,纯纯讨口子,2627689963,周阿周_,https://weibo.com/u/2627689963,奇妙能力哥,其他,m,141,71,202,773,2,498,"1,273"
27,5143770559938825,2054300185,2025-03-13 20:28:22,"要饭的还这么拽的我只认识一个姓朱的<img alt=""[笑而不语]"" title=""[笑而不语]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2d/2018new_xiaoerbuyu_org.png"" />",来自上海,5143833352603787,0,1,要饭的还这么拽的我只认识一个姓朱的[笑而不语],1865816860,黑线一头,https://weibo.com/u/1865816860,重度拖延症及强迫症患者,上海 松江区,m,103,107,673,577,142,35,754
28,5143770559938825,2054300185,2025-03-13 19:06:50,终于理解为什么有些。。来相亲了,来自江西,5143812835644775,0,1,终于理解为什么有些。。来相亲了,2956907251,一月背对四月丶,https://weibo.com/u/2956907251,该好好生活,江西 南昌,m,108,402,1011,"1,357",37,487,"1,881"
29,5143770559938825,2054300185,2025-03-13 18:16:16,最烦这种要饭的,来自海南,5143800108549549,0,0,最烦这种要饭的,5698701112,欧奈尔的忠实粉丝,https://weibo.com/u/5698701112,一个好人,北京 东城区,m,234,154,190,25,3,111,139
30,5143770559938825,2054300185,2025-03-13 17:57:13,讨口子,来自陕西,5143795315773180,0,0,讨口子,6113129174,kitsuneeeeee,https://weibo.com/u/6113129174,下半生搬进一个巨型密封罩,其他,m,233,76,42,28,0,69,97
31,5143770559938825,2054300185,2025-03-13 17:22:57,讨口子 瓜婆娘  哪个找这种哪个是哈批,来自四川,5143786691233199,0,0,讨口子 瓜婆娘  哪个找这种哪个是哈批,3174122304,舰长林有德,https://weibo.com/u/3174122304,荞,四川 成都,m,656,3147,1912,46,40,99,185
32,5143770559938825,2054300185,2025-03-13 16:56:48,"能放假的可能算劫，不放假的必不算节<img alt=""[摊手]"" title=""[摊手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/62/2018new_tanshou_org.png"" />",来自浙江,5143780111420555,0,0,能放假的可能算劫，不放假的必不算节[摊手],1772726283,不能使用的_修改失敗,https://weibo.com/u/1772726283,°✿聲控✿(･ิω･ิ) 。 你村柴油大車乙烷，退圈退圈。 (咦 真的有入過麼 ゜),其他,m,831,433,255,79,161,100,340
33,5143770559938825,2054300185,2025-03-13 16:55:48,“来你周来我看看怎么个事儿 来给我刷个嘉年华 你真敢要啊”  你是讨口子吗？,来自山西,5143779863168021,0,0,“来你周来我看看怎么个事儿 来给我刷个嘉年华 你真敢要啊”  你是讨口子吗？,3542415285,ecstasySy,https://weibo.com/u/3542415285,山川异域,山西,m,277,99,1050,517,13,576,"1,106"
34,5143770559938825,2054300185,2025-03-13 16:53:25,人家这小伙不挺幽默的嘛,来自陕西,5143779264430097,0,0,人家这小伙不挺幽默的嘛,3090368625,河边的俄狄浦斯,https://weibo.com/u/3090368625,镇魂,广东 深圳,m,544,1247,1693,,,,
35,5143770559938825,2054300185,2025-03-13 16:50:04,什么玩意,来自福建,5143778416397169,0,0,什么玩意,2159725912,哄熊,https://weibo.com/u/2159725912,？,福建 漳州,m,137,97,587,74,7,124,205
36,5143770559938825,2054300185,2025-03-13 16:39:39,舒服了,来自广东,5143775795218239,0,0,舒服了,2139922120,羞怯的脸带有一点稚气m,https://weibo.com/u/2139922120,墨菲定律,广西 梧州,m,77,149,2386,108,19,144,271
37,5143770559938825,2054300185,2025-03-13 16:23:12,有啥问题,来自福建,5143771655178007,0,0,有啥问题,5976867256,Doya-nanase,https://weibo.com/u/5976867256,kok,甘肃,m,88,610,8484,188,232,585,"1,005"
38,5143770559938825,2054300185,2025-03-14 15:52:17,原因也简单，一开始是不想结婚的，后面发现过不了人情世俗观~,来自上海,5144126262086003,0,0,原因也简单，一开始是不想结婚的，后面发现过不了人情世俗观~,1892363164,汤兮的小屋,https://weibo.com/u/1892363164,雨未有晴偏偏落，朦胧孤影映残颜。。。,河南 郑州,m,202,1231,56,11,29,34,74
39,5143770559938825,2054300185,2025-03-14 15:43:56,下头女,来自福建,5144124162053278,0,0,下头女,3560088942,ARicewine,https://weibo.com/u/3560088942,独自漫步的青春,福建 厦门,m,20,290,113,0,0,726,726
40,5143770559938825,2054300185,2025-03-14 15:30:30,尿她一脸，看醒不醒,来自广东,5144120781441760,0,0,尿她一脸，看醒不醒,3296417165,咖啡豆避难所,https://weibo.com/u/3296417165,不停追逐想要的生活...,其他,m,171,90,610,139,22,602,763
41,5143770559938825,2054300185,2025-03-13 17:12:23,说一句女神节那是抬举你。什么档次，还女神，配么您,来自北京,5143784033094231,0,1,说一句女神节那是抬举你。什么档次，还女神，配么您,7978054429,真的真的是最后亿个号了,https://weibo.com/u/7978054429,,天津,f,0,35,16,0,0,0,0
42,5143770559938825,2054300185,2025-03-13 20:13:14,"要饭都这么理直气壮<img alt=""[吐]"" title=""[吐]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/08/2018new_tu_org.png"" />",来自北京,5143829544702132,0,0,要饭都这么理直气壮[吐],7269947402,Dr_Entropy,https://weibo.com/u/7269947402,没事别找喷,北京,m,89,1171,101,22,2,332,356
43,5143770559938825,2054300185,2025-03-13 16:37:19,臭不要脸的 还有脸发出来，这不是找骂吗,来自江苏,5143775207490406,0,0,臭不要脸的 还有脸发出来，这不是找骂吗,6475753092,布丁猫的可乐,https://weibo.com/u/6475753092,only one ❤️,其他,m,14,397,3,0,0,0,0
44,5143770559938825,2054300185,2025-03-13 16:32:51,"每一个舔狗都有不可推卸的责任<img alt=""[喵喵]"" title=""[喵喵]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2018new_miaomiao_org.png"" />",来自上海,5143774083679129,0,1,每一个舔狗都有不可推卸的责任[喵喵],1863234620,面条中的果仁,https://weibo.com/u/1863234620,我要拥有大胸肌和六块腹肌,北京 门头沟区,m,236,1118,845,121,32,82,235
